"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"Ganga Basin","Above Ramganga Confluence","2023-01-11","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-12","2023","01","2.9459277687","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-13","2023","01","0.6690177161","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-14","2023","01","0.2366523744","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-15","2023","01","0.8267712286","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-18","2023","01","3.654E-7","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-19","2023","01","0.0499611808","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-20","2023","01","2.9732389036","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-21","2023","01","0.0559248618","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-23","2023","01","0.1966948668","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-22","2023","01","0.0749488667","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2023-01-24","2023","01","4.4721718369","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-04","2023","01","9.37088E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-05","2023","01","0.000386392","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-07","2023","01","2.70185E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-06","2023","01","0.0002736791","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-08","2023","01","0.0006781357","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-09","2023","01","0.002047906","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-10","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-11","2023","01","0.000130699","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-12","2023","01","0.0003116892","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-17","2023","01","0.0025375747","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-18","2023","01","0.0037566132","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-19","2023","01","0.0015160963","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-20","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-23","2023","01","0.0003243767","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-22","2023","01","9.69837E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2023-01-24","2023","01","0.3236895401","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-04","2023","01","8.01208E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-05","2023","01","0.0004714821","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-07","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-08","2023","01","0.0001616741","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-09","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-10","2023","01","0.0005924356","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-11","2023","01","0.0002917772","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-14","2023","01","0.001565519","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-19","2023","01","0.0025767901","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-18","2023","01","0.0209967622","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-20","2023","01","0.0026538234","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-23","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-22","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2023-01-24","2023","01","0.0013214522","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-04","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-05","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-07","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-09","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-10","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-11","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-18","2023","01","0.0025938645","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-19","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-20","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-23","2023","01","0.001923646","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-22","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2023-01-24","2023","01","0.5415489147","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-03","2023","01","0.1600549963","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-04","2023","01","0.0427912712","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-05","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-07","2023","01","0.0094860781","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-06","2023","01","0.069671791","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-08","2023","01","0.2000449506","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-09","2023","01","0.1420099179","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-10","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-11","2023","01","0.0329054148","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-15","2023","01","5.97722E-5","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-17","2023","01","0.3237657967","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-19","2023","01","0.0398942572","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-18","2023","01","0.2714076399","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-20","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-23","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-22","2023","01","0.0248635684","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2023-01-24","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-02","2023","01","0.0001190281","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-01","2023","01","0.0041306216","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-04","2023","01","0.0011584844","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-05","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-07","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-09","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-10","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-11","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-19","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-18","2023","01","0.0116824482","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-20","2023","01","0.0020151644","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-23","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-22","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2023-01-24","2023","01","1.849E-7","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-04","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-05","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-07","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-09","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-10","2023","01","0.0132847804","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-11","2023","01","4.426E-7","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-18","2023","01","1.26224E-5","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-19","2023","01","0.0035174144","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-20","2023","01","0.0013177325","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-21","2023","01","-9.2613E-6","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-23","2023","01","7.157E-6","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-22","2023","01","0.0028712512","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2023-01-24","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-04","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-05","2023","01","0.0115451737","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-07","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-09","2023","01","0.0003429846","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-10","2023","01","0.001717488","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-11","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-12","2023","01","1.4872210192","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-13","2023","01","0.1085541761","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-14","2023","01","0.0778895078","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-15","2023","01","0.854561338","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-18","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-19","2023","01","0.0166995448","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-20","2023","01","0.0070679526","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-21","2023","01","0.0236400047","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-23","2023","01","0.1023079616","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-22","2023","01","0.000116889","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2023-01-24","2023","01","3.2003773843","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-04","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-05","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-07","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-09","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-10","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-11","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-18","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-19","2023","01","8.58672E-5","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-20","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-21","2023","01","-0.0055693215","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-23","2023","01","0.6317905032","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-22","2023","01","0.0393169","NRSC VIC MODEL"
"Ganga Basin","Ghaghara Confluence to Gomti confluence","2023-01-24","2023","01","0.0307362695","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-04","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-05","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-07","2023","01","1.42605E-5","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-09","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-10","2023","01","0.0002015759","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-11","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-12","2023","01","0.0313231806","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-13","2023","01","0.025214655","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-18","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-19","2023","01","0.0001744677","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-20","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-21","2023","01","-0.0002091906","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-23","2023","01","1.0954635427","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-22","2023","01","0.0035553347","NRSC VIC MODEL"
"Ganga Basin","Gomti","2023-01-24","2023","01","3.7069165521","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-02","2023","01","3.9486E-6","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-01","2023","01","3.9486E-6","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-03","2023","01","6.28287E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-04","2023","01","7.18042E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-05","2023","01","6.3E-9","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-07","2023","01","2.69266E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-06","2023","01","0.0001795105","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-08","2023","01","0.0217293351","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-09","2023","01","0.0003597508","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-10","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-11","2023","01","8.52789E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-15","2023","01","0.008405481","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-17","2023","01","0.0024070389","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-19","2023","01","0.0001084298","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-18","2023","01","0.0003922132","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-20","2023","01","3.79E-7","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-23","2023","01","8.62722E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-22","2023","01","7.18042E-5","NRSC VIC MODEL"
"Ganga Basin","Kali Sindh and others up to Confluence with Parbati","2023-01-24","2023","01","0.0345241595","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-04","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-05","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-07","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-09","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-10","2023","01","0.0012332882","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-11","2023","01","0.0006636838","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-12","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-13","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-14","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-15","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-18","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-19","2023","01","0.008216279","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-20","2023","01","7.2431E-5","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-23","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-22","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Kosi","2023-01-24","2023","01","0.0014468648","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-02","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-01","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-03","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-04","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-05","2023","01","0.0127145816","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-07","2023","01","0.0010049267","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-06","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-08","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-09","2023","01","0.0244907412","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-10","2023","01","0.0002526052","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-11","2023","01","0.0033385601","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-12","2023","01","0.1818601061","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-13","2023","01","0.6266321473","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-14","2023","01","-9.43E-8","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-15","2023","01","0.0603496451","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-17","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-18","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-19","2023","01","0.0711507728","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-20","2023","01","0.0504469238","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-21","2023","01","NA","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-23","2023","01","0.0033320864","NRSC VIC MODEL"
"Ganga Basin","Ramganga","2023-01-22","2023","01","4.114E-6","NRSC VIC MODEL"
