"Basin","Subbasin","Date","Year","Month","Avg_rainfall","Agency_name"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2022-12-25","2022","12","0.0025789409","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2022-12-27","2022","12","3.552574153","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Pamba and others","2022-12-28","2022","12","1.8560100512","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-01","2022","12","0.6181223767","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-02","2022","12","1.0532780038","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-03","2022","12","0.4076492102","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-04","2022","12","3.6540715766","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-05","2022","12","8.2003030217","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-06","2022","12","0.2312687369","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-07","2022","12","0.1390334904","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-09","2022","12","10.3374483903","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-10","2022","12","13.7066853666","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-11","2022","12","12.2820008808","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-12","2022","12","10.8168700013","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-13","2022","12","18.0145394974","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-14","2022","12","13.4307656361","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-15","2022","12","0.3727701837","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-16","2022","12","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-17","2022","12","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-19","2022","12","0.0011495737","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-20","2022","12","0.0004388618","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-21","2022","12","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-22","2022","12","0.0027243366","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-24","2022","12","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-23","2022","12","2.3319E-6","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-25","2022","12","0.4576824729","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-26","2022","12","9.2548576339","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-27","2022","12","2.7998240543","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Ponnaiyar and other","2022-12-28","2022","12","3.2969731836","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-01","2022","12","0.0468553752","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-02","2022","12","0.7806113833","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-03","2022","12","6.7882383012","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-04","2022","12","6.0644082738","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-05","2022","12","13.5137968635","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-06","2022","12","0.7799830104","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-07","2022","12","0.1554846728","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-09","2022","12","8.010217337","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-10","2022","12","1.9859000847","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-11","2022","12","0.6873879418","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-12","2022","12","0.1744487141","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-13","2022","12","1.8529066751","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-14","2022","12","2.254565061","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-15","2022","12","4.650403185","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-16","2022","12","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-17","2022","12","NA","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-18","2022","12","0.0018312557","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-19","2022","12","0.0011287871","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-20","2022","12","0.6569984101","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-21","2022","12","0.2119476592","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-22","2022","12","0.1171730999","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-24","2022","12","0.0136083455","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-23","2022","12","0.0063798565","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-25","2022","12","0.0012368716","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-26","2022","12","4.4908480953","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-27","2022","12","8.1917315861","NRSC VIC MODEL"
"East flowing rivers between Pennar and Kanyakumari Basin","Vaippar and others","2022-12-28","2022","12","5.7153407988","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-01","2022","12","0.0722218448","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-02","2022","12","0.014670639","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-03","2022","12","0.5200035475","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-04","2022","12","0.0220739165","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-05","2022","12","0.0322393269","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-06","2022","12","0.0267763213","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-07","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-09","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-10","2022","12","0.0777790893","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-11","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-12","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-13","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-14","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-15","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-16","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-17","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-19","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-20","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-21","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-22","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-23","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-24","2022","12","8.8735E-6","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-26","2022","12","0.0042789437","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-25","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-27","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Above Ramganga Confluence","2022-12-28","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-01","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-02","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-03","2022","12","9.55456E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-04","2022","12","0.0001383678","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-05","2022","12","4.62155E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-06","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-07","2022","12","0.000211453","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-09","2022","12","7.2694E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-10","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-11","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-12","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-13","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-14","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-16","2022","12","0.0033286762","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-15","2022","12","0.0021056271","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-17","2022","12","1.21157E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-19","2022","12","1.21157E-5","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-20","2022","12","0.0011343467","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-21","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-22","2022","12","0.000175106","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-23","2022","12","0.00030908","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-24","2022","12","0.0001334962","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-26","2022","12","0.0017755858","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-25","2022","12","0.0004850654","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-27","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Banas","2022-12-28","2022","12","6.5499E-6","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-01","2022","12","0.000552353","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-02","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-03","2022","12","2.17811E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-04","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-05","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-06","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-07","2022","12","3.40427E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-09","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-10","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-11","2022","12","0.0035581171","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-12","2022","12","0.000302319","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-13","2022","12","7.5173E-6","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-14","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-16","2022","12","0.0009351078","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-15","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-17","2022","12","4.5567E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-19","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-20","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-21","2022","12","0.0100263497","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-22","2022","12","0.0015395749","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-23","2022","12","1.00765E-5","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-24","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-26","2022","12","0.0011207758","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-25","2022","12","0.0230941601","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-27","2022","12","0.1663476495","NRSC VIC MODEL"
"Ganga Basin","Bhagirathi and others (Ganga Lower)","2022-12-28","2022","12","0.021264372","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-01","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-02","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-03","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-04","2022","12","0.0029315754","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-05","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-06","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-07","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-09","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-10","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-11","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-12","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-13","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-14","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-16","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-15","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-17","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-19","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-20","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-21","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-22","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-23","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-24","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-26","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-25","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-27","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Lower","2022-12-28","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-01","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-02","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-03","2022","12","2.94003E-5","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-04","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-05","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-06","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-07","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-09","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-10","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-11","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-12","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-13","2022","12","4.1728E-6","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-14","2022","12","0.0619810756","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-16","2022","12","3.44136E-5","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-15","2022","12","0.0272047409","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-17","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-19","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-20","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-21","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-22","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-23","2022","12","0.0339460251","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-24","2022","12","0.0285810125","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-26","2022","12","0.0411130221","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-25","2022","12","0.0218415672","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-27","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Chambal Upper","2022-12-28","2022","12","0.0296550366","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-01","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-02","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-03","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-04","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-05","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-06","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-07","2022","12","0.0001258957","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-09","2022","12","1.31868E-5","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-10","2022","12","0.0004212753","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-11","2022","12","0.0144144913","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-12","2022","12","0.001257395","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-13","2022","12","0.0006573039","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-14","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-16","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-15","2022","12","0.0012284525","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-17","2022","12","0.0001703253","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-19","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-20","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-21","2022","12","0.0010107609","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-22","2022","12","0.0010813893","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-23","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-24","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-26","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-25","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-27","2022","12","0.1285372178","NRSC VIC MODEL"
"Ganga Basin","Damodar","2022-12-28","2022","12","0.0007032123","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-01","2022","12","3.4432E-6","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-02","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-03","2022","12","0.0017940246","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-04","2022","12","0.0170757555","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-05","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-06","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-07","2022","12","2.66E-8","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-09","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-10","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-11","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-12","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-13","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-14","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-16","2022","12","6.0276E-6","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-15","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-17","2022","12","0.0020544188","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-19","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-20","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-21","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-22","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-23","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-24","2022","12","0.0208211829","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-26","2022","12","0.0057902711","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-25","2022","12","0.1218755275","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-27","2022","12","0.0535501929","NRSC VIC MODEL"
"Ganga Basin","Gandak and others","2022-12-28","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-01","2022","12","0.004673743","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-02","2022","12","0.002512339","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-03","2022","12","0.030060677","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-04","2022","12","0.0059044905","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-05","2022","12","0.0022426712","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-06","2022","12","0.0034769991","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-07","2022","12","6.90311E-5","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-09","2022","12","0.0013737194","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-10","2022","12","0.0082949677","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-11","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-12","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-13","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-14","2022","12","4.83218E-5","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-16","2022","12","0.0085471555","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-15","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-17","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-18","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-19","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-20","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-21","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-22","2022","12","NA","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-23","2022","12","0.0007217106","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-24","2022","12","0.1776925266","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-26","2022","12","0.0138764187","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-25","2022","12","0.0367607874","NRSC VIC MODEL"
"Ganga Basin","Ghaghara","2022-12-27","2022","12","NA","NRSC VIC MODEL"
