"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Madhya Pradesh","Balaghat","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-17","1946","12","0.000348163","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-16","1946","12","0.060544002","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-23","1946","12","5.644479514","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-22","1946","12","0.513397848","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-24","1946","12","7.807709421","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-25","1946","12","0.116804839","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-26","1946","12","0.197337331","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-27","1946","12","0.231605343","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-28","1946","12","0.803506433","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-29","1946","12","0.005766896","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-30","1946","12","2.456583537","IMD GRID MODEL"
"Madhya Pradesh","Balaghat","1946-12-31","1946","12","2.284244458","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-25","1946","12","0.516478763","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-26","1946","12","4.629977283","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-27","1946","12","2.585372914","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-28","1946","12","0.019786365","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Barwani","1946-12-31","1946","12","3.89E-6","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-23","1946","12","0.129494889","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-24","1946","12","13.91848084","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-25","1946","12","1.470298796","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-26","1946","12","0.100699712","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-27","1946","12","0.21882436","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-28","1946","12","1.227888032","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-29","1946","12","0.028442885","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-30","1946","12","0.023293273","IMD GRID MODEL"
"Madhya Pradesh","Betul","1946-12-31","1946","12","1.13627804","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-19","1946","12","4.09E-5","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-20","1946","12","0.692340451","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-21","1946","12","1.237412806","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-23","1946","12","0.302489423","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhind","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-23","1946","12","0.01203578","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-24","1946","12","0.111494087","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-26","1946","12","0.172425558","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-28","1946","12","0.028366895","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Bhopal","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-23","1946","12","0.010153464","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-25","1946","12","2.172215663","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-26","1946","12","0.274013115","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-27","1946","12","0.582381619","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-28","1946","12","0.571889774","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Burhanpur","1946-12-31","1946","12","0.037195917","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-19","1946","12","0.006848375","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-20","1946","12","0.264741586","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-23","1946","12","1.67359346","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-24","1946","12","7.008250691","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-25","1946","12","0.003466213","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhatarpur","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-21","1946","12","0.022525728","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-23","1946","12","0.759970404","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-24","1946","12","19.14425627","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-25","1946","12","1.737618806","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-26","1946","12","5.11635354","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-27","1946","12","0.068336925","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-28","1946","12","3.248244894","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-29","1946","12","0.056088393","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-30","1946","12","0.189735658","IMD GRID MODEL"
"Madhya Pradesh","Chhindwara","1946-12-31","1946","12","0.439696659","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-23","1946","12","0.214753348","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-24","1946","12","7.301675274","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-25","1946","12","2.586097396","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Damoh","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-23","1946","12","0.028744377","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-27","1946","12","0.00274135","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Datia","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Madhya Pradesh","Dewas","1946-12-18","1946","12","NA","IMD GRID MODEL"
