"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Andaman & Nicobar","Nicobars","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","Nicobars","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","North And Middle Andaman","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andaman & Nicobar","South Andamans","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-02","1946","12","5.323638888","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-17","1946","12","0.0932874","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-18","1946","12","0.060968417","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-19","1946","12","0.166950422","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-20","1946","12","0.096207809","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-21","1946","12","0.006963477","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-22","1946","12","1.211961608","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-24","1946","12","4.236533199","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-27","1946","12","0.628830938","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-31","1946","12","0.062387921","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-01","1946","12","1.113784785","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-03","1946","12","0.603865708","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-13","1946","12","0.000239305","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-23","1946","12","0.701420396","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-25","1946","12","0.972313648","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-26","1946","12","0.627438647","IMD GRID MODEL"
"Andhra Pradesh","Anantapur","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-01","1946","12","0.018464866","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-02","1946","12","0.022596927","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-03","1946","12","0.32223948","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-04","1946","12","0.387878981","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-13","1946","12","2.65467316","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-14","1946","12","0.733855126","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-18","1946","12","0.037478275","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-19","1946","12","0.013774133","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-20","1946","12","0.241345572","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-21","1946","12","0.19079988","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-22","1946","12","0.025860754","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-23","1946","12","3.287904246","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-24","1946","12","1.507264632","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-25","1946","12","3.401526787","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-27","1946","12","0.028040479","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-26","1946","12","0.054150187","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-28","1946","12","0.112349432","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Chittoor","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","East Godavari","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Guntur","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Krishna","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-01","1946","12","0.523956111","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-02","1946","12","7.444722041","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-11","1946","12","0.083639549","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-13","1946","12","0.281448291","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-14","1946","12","0.019617434","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-18","1946","12","0.100849802","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-17","1946","12","0.152749317","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-19","1946","12","2.579249065","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-20","1946","12","0.111007282","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-21","1946","12","2.959698937","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-22","1946","12","3.309631889","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-23","1946","12","1.22917535","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-24","1946","12","0.567916397","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-25","1946","12","2.064890677","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-27","1946","12","1.096194074","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-26","1946","12","0.509572205","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-29","1946","12","0.252612906","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-30","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Kurnool","1946-12-31","1946","12","0.005904634","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-01","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-02","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-03","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-04","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-05","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-06","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-07","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-08","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-09","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-11","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-10","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-13","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-12","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-15","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-14","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-16","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-17","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-18","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-19","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-20","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-21","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-23","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-22","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-25","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-24","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-26","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-27","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-28","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-29","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-31","1946","12","NA","IMD GRID MODEL"
"Andhra Pradesh","Prakasam","1946-12-30","1946","12","NA","IMD GRID MODEL"
